trip_id,pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_duration_minutes,trip_distance_miles,pickup_zone,dropoff_zone,traffic_level,weather_condition,trip_type,surge_multiplier,fare_amount
TRIP_00527,2024-02-16 04:04:00,40.801629,-73.956133,40.778174,-73.980666,2,5.0,2.07,harlem,upper_west,light,clear,standard,1.51,37.6
TRIP_00528,2024-01-10 09:12:00,40.703365,-74.014302,40.705726,-74.012576,2,2,0.19,financial_district,financial_district,heavy,rain,standard,1.11,42.18
TRIP_00529,2024-02-21 01:20:00,40.781925,-73.955805,40.780364,-73.969249,4,2,0.71,upper_east,upper_east,light,fog,standard,1.14,28.22
TRIP_00530,2024-05-11 12:52:00,40.721298,-73.990685,40.729396,-73.990891,1,2,0.56,downtown,downtown,moderate,clear,standard,1.83,34.31
TRIP_00531,2024-05-01 08:02:00,40.81871,-73.941756,40.800788,-73.945174,3,7.5,1.25,harlem,harlem,severe,fog,standard,1.8,79.94
TRIP_00532,2024-02-18 09:22:00,40.709192,-74.001145,40.714853,-74.011607,1,3.0,0.67,financial_district,financial_district,heavy,clear,standard,2.04,75.27
TRIP_00533,2024-06-16 10:17:00,40.709964,-74.010114,40.717139,-73.999474,3,2.2,0.75,financial_district,financial_district,moderate,clear,standard,1.27,25.82
TRIP_00534,2024-04-04 13:56:00,40.780242,-73.971186,40.777045,-73.972869,1,2,0.24,upper_west,upper_west,light,clear,standard,1.27,20.53
TRIP_00535,2024-04-22 12:21:00,40.769767,-73.980694,40.755245,-73.981279,2,2.4,1.0,midtown,midtown,light,fog,standard,1.18,26.66
TRIP_00536,2024-05-07 22:31:00,40.787633,-73.959696,40.811243,-73.948946,1,4.1,1.73,upper_east,harlem,light,clear,standard,1.01,29.74
TRIP_00537,2024-03-09 02:46:00,40.781906,-73.979216,40.709684,-74.018092,6,12.9,5.39,upper_west,financial_district,light,rain,standard,1.48,95.66
TRIP_00538,2024-04-20 19:52:00,40.762309,-73.981886,40.756946,-73.984695,1,2,0.4,midtown,midtown,heavy,fog,airport,1.08,91.97
TRIP_00539,2024-05-19 09:20:00,40.718681,-73.997009,40.716478,-74.000574,3,2,0.24,financial_district,financial_district,severe,rain,standard,1.18,55.21
TRIP_00540,2024-01-21 10:42:00,40.78185,-73.96035,40.770201,-73.966103,1,2.6,0.86,upper_east,upper_east,moderate,fog,standard,1.21,32.42
TRIP_00541,2024-03-19 14:38:00,40.808216,-73.955646,40.772613,-73.982563,2,6.8,2.84,harlem,upper_west,light,clear,standard,1.02,24.82
TRIP_00542,2024-02-12 22:28:00,40.771695,-73.953847,40.738303,-73.98291,2,6.6,2.76,upper_east,downtown,light,clear,airport,1.24,75.31
TRIP_00543,2024-01-11 23:55:00,40.786907,-73.955457,40.803114,-73.955487,1,2.7,1.12,upper_east,harlem,light,snow,standard,2.5,87.68
TRIP_00544,2024-04-21 08:40:00,40.707307,-73.994752,40.718033,-73.992214,1,2.3,0.75,financial_district,financial_district,moderate,clear,standard,2.33,62.61
TRIP_00545,2024-01-20 21:40:00,40.77377,-73.973901,40.775372,-73.960103,1,2,0.73,upper_west,upper_east,light,rain,standard,1.66,43.58
TRIP_00546,2024-05-11 23:43:00,40.761713,-73.98983,40.71426,-74.009011,4,8.2,3.43,midtown,financial_district,light,rain,standard,1.49,76.79
TRIP_00547,2024-02-06 19:43:00,40.773097,-73.982876,40.781202,-73.982271,1,2.5,0.56,upper_west,upper_west,heavy,rain,standard,2.32,85.4
TRIP_00548,2024-01-09 04:04:00,40.768401,-73.984586,40.761378,-73.972366,1,2.4,0.8,midtown,midtown,moderate,snow,standard,1.62,59.17
TRIP_00549,2024-06-14 11:23:00,40.773821,-73.97419,40.776033,-73.98232,1,2,0.45,upper_west,upper_west,moderate,rain,standard,1.38,31.08
TRIP_00550,2024-05-25 01:38:00,40.76067,-73.978072,40.766142,-73.979534,1,2,0.39,midtown,midtown,light,clear,shared,1.31,25.57
TRIP_00551,2024-06-22 14:23:00,40.774956,-73.969273,40.78457,-73.966007,2,2,0.69,upper_east,upper_east,light,clear,standard,1.41,29.16
TRIP_00552,2024-04-23 02:36:00,40.766367,-73.986566,40.813858,-73.948883,1,9.2,3.83,midtown,harlem,light,clear,standard,1.16,47.29
TRIP_00553,2024-04-03 12:20:00,40.818137,-73.948253,40.808996,-73.944873,3,2,0.66,harlem,harlem,moderate,clear,standard,1.12,17.6
TRIP_00554,2024-03-12 07:07:00,40.713714,-73.994231,40.7173,-74.010381,1,2.6,0.88,financial_district,financial_district,moderate,clear,standard,1.48,34.78
TRIP_00555,2024-02-17 15:33:00,40.781446,-73.981163,40.784929,-73.97213,2,2,0.53,upper_west,upper_west,moderate,clear,standard,1.13,23.6
TRIP_00556,2024-05-23 03:16:00,40.774927,-73.968735,40.787175,-73.957324,1,2.5,1.04,upper_east,upper_east,light,clear,standard,1.07,25.48
TRIP_00557,2024-06-29 14:13:00,40.733883,-73.999678,40.727034,-73.98913,1,2,0.73,downtown,downtown,light,rain,standard,2.2,45.64
TRIP_00558,2024-03-14 22:58:00,40.783237,-73.982889,40.755894,-73.978576,1,4.6,1.9,upper_west,midtown,light,clear,standard,1.25,36.85
TRIP_00559,2024-02-01 04:54:00,40.713229,-73.992902,40.704642,-73.998733,1,2.0,0.67,financial_district,financial_district,moderate,snow,standard,1.66,47.9
TRIP_00560,2024-04-25 05:57:00,40.815445,-73.958489,40.778553,-73.978079,1,6.6,2.75,harlem,upper_west,light,clear,shared,1.24,26.68
TRIP_00561,2024-01-23 21:54:00,40.788669,-73.963108,40.781263,-73.951125,4,2,0.81,upper_east,upper_east,light,clear,standard,1.03,19.12
TRIP_00562,2024-06-19 11:45:00,40.709542,-73.990163,40.701481,-73.990215,1,2,0.56,financial_district,financial_district,moderate,clear,standard,1.03,16.98
TRIP_00563,2024-05-20 17:18:00,40.786737,-73.958554,40.755737,-73.984391,1,7.6,2.53,upper_east,midtown,moderate,clear,standard,2.36,99.97
TRIP_00564,2024-06-28 20:11:00,40.787626,-73.963435,40.7874,-73.957278,1,2,0.32,upper_east,upper_east,light,clear,standard,1.45,25.82
TRIP_00565,2024-05-10 07:07:00,40.7571,-73.980362,40.756319,-73.975415,2,2,0.26,midtown,midtown,severe,fog,airport,1.83,167.31
TRIP_00566,2024-02-05 07:50:00,40.77797,-73.983662,40.775712,-73.970768,1,3.1,0.69,upper_west,upper_west,heavy,clear,standard,1.17,37.61
TRIP_00567,2024-01-07 11:35:00,40.728665,-73.984006,40.778526,-73.963326,1,8.7,3.61,downtown,upper_east,light,snow,standard,2.19,100.36
TRIP_00568,2024-04-29 17:08:00,40.724711,-73.98135,40.714196,-74.005533,4,6.6,1.46,downtown,financial_district,heavy,fog,standard,2.22,96.1
TRIP_00569,2024-01-17 09:25:00,40.813522,-73.9519,40.77178,-73.979769,1,19.4,3.23,harlem,upper_west,severe,fog,standard,1.93,158.97
TRIP_00570,2024-05-14 13:49:00,40.788295,-73.986661,40.771708,-73.971811,1,3.3,1.38,upper_west,upper_west,light,clear,standard,1.02,19.54
TRIP_00571,2024-05-27 02:08:00,40.788168,-73.954374,40.77654,-73.957441,1,2,0.82,upper_east,upper_east,light,fog,standard,1.27,32.11
TRIP_00572,2024-06-13 02:28:00,40.780647,-73.983933,40.773593,-73.978439,1,2,0.57,upper_west,upper_west,moderate,clear,standard,1.1,25.19
TRIP_00573,2024-06-23 16:22:00,40.753857,-73.986178,40.805312,-73.944655,1,10.0,4.17,midtown,harlem,light,clear,shared,1.28,37.7
TRIP_00574,2024-06-12 18:11:00,40.752988,-73.9798,40.768015,-73.9714,3,5.1,1.13,midtown,midtown,heavy,clear,airport,1.01,76.4
TRIP_00575,2024-04-20 16:58:00,40.704594,-74.014013,40.712867,-74.012125,2,2,0.58,financial_district,financial_district,light,clear,airport,1.48,59.87
TRIP_00576,2024-02-01 16:09:00,40.774011,-73.965693,40.773455,-73.962413,1,2,0.18,upper_east,upper_east,heavy,rain,shared,1.07,22.69
TRIP_00577,2024-02-12 05:20:00,40.812311,-73.959209,40.812983,-73.946039,1,2,0.69,harlem,harlem,light,clear,standard,1.04,17.77
TRIP_00578,2024-02-27 11:33:00,40.776345,-73.954674,40.776201,-73.953761,1,2,0.05,upper_east,upper_east,moderate,rain,standard,2.14,45.29
TRIP_00579,2024-01-21 08:12:00,40.81765,-73.959598,40.729475,-73.991065,1,18.9,6.31,harlem,downtown,moderate,snow,standard,2.02,197.55
TRIP_00580,2024-03-11 04:40:00,40.780627,-73.962006,40.812842,-73.954037,1,5.4,2.27,upper_east,harlem,light,rain,standard,1.71,63.07
TRIP_00581,2024-05-16 02:32:00,40.801214,-73.951733,40.808721,-73.945027,1,2,0.63,harlem,harlem,moderate,rain,standard,1.8,40.61
TRIP_00582,2024-02-13 18:37:00,40.766851,-73.983936,40.759414,-73.986853,1,2,0.54,midtown,midtown,moderate,fog,standard,1.13,34.67
TRIP_00583,2024-02-13 21:39:00,40.813341,-73.941768,40.81243,-73.959224,2,2.2,0.92,harlem,harlem,light,snow,standard,1.57,31.77
TRIP_00584,2024-06-03 10:53:00,40.724825,-73.995835,40.736118,-73.994407,3,2,0.78,downtown,downtown,light,clear,standard,1.02,15.25
TRIP_00585,2024-01-11 00:05:00,40.711014,-73.995496,40.815853,-73.947924,5,18.4,7.66,financial_district,harlem,light,clear,standard,1.05,58.19
TRIP_00586,2024-03-08 20:13:00,40.731716,-73.988265,40.736722,-73.994701,2,2,0.48,downtown,downtown,moderate,clear,standard,1.39,22.38
TRIP_00587,2024-04-16 19:40:00,40.718653,-74.008508,40.720407,-73.995896,1,3.0,0.67,financial_district,downtown,heavy,rain,shared,1.73,54.1
TRIP_00588,2024-06-09 17:18:00,40.816053,-73.955061,40.788216,-73.951134,2,8.7,1.93,harlem,upper_east,heavy,clear,standard,1.9,90.32
TRIP_00589,2024-05-03 07:51:00,40.803097,-73.956342,40.808649,-73.947537,1,2,0.6,harlem,harlem,moderate,clear,standard,1.96,38.32
TRIP_00590,2024-04-13 09:29:00,40.706712,-73.997047,40.709684,-74.000557,1,2,0.28,financial_district,financial_district,moderate,rain,standard,1.13,32.13
TRIP_00591,2024-06-25 01:10:00,40.783786,-73.987458,40.78185,-73.973289,3,2,0.75,upper_west,upper_west,light,clear,standard,1.06,22.66
TRIP_00592,2024-04-16 15:29:00,40.755233,-73.98866,40.754895,-73.97237,3,2.6,0.85,midtown,midtown,moderate,rain,standard,1.29,34.17
TRIP_00593,2024-03-28 19:09:00,40.786087,-73.968683,40.781438,-73.951851,3,2.8,0.94,upper_east,upper_east,moderate,clear,standard,1.72,46.0
TRIP_00594,2024-03-22 23:55:00,40.77649,-73.951098,40.779217,-73.956574,2,2,0.34,upper_east,upper_east,light,clear,airport,1.63,66.87
TRIP_00595,2024-04-12 04:48:00,40.788916,-73.967349,40.805296,-73.941328,1,4.2,1.77,upper_east,harlem,light,rain,standard,1.93,69.09
TRIP_00596,2024-05-23 03:20:00,40.769247,-73.972196,40.766455,-73.979634,1,2,0.43,midtown,midtown,light,clear,standard,1.12,25.14
TRIP_00597,2024-04-29 03:17:00,40.784222,-73.988961,40.759165,-73.984752,3,4.2,1.75,upper_west,midtown,light,clear,standard,1.22,32.92
TRIP_00598,2024-02-06 03:03:00,40.789834,-73.954591,40.780029,-73.965328,2,2.1,0.88,upper_east,upper_east,light,snow,standard,2.38,75.2
TRIP_00599,2024-04-08 19:26:00,40.760039,-73.977899,40.759728,-73.979901,1,2,0.11,midtown,midtown,moderate,rain,standard,2.15,67.81
TRIP_00600,2024-02-10 10:59:00,40.72738,-73.99729,40.722252,-73.98132,1,2.2,0.91,downtown,downtown,light,clear,standard,1.79,31.89
TRIP_00601,2024-03-21 06:48:00,40.755344,-73.979818,40.762233,-73.978685,3,2,0.48,midtown,midtown,moderate,fog,shared,1.07,17.72
TRIP_00602,2024-05-07 16:29:00,40.787902,-73.970559,40.7722,-73.951051,1,4.5,1.49,upper_west,upper_east,moderate,clear,standard,1.16,28.86
TRIP_00603,2024-05-07 00:05:00,40.782263,-73.972624,40.778681,-73.973611,1,2,0.25,upper_west,upper_west,moderate,clear,standard,1.01,21.67
TRIP_00604,2024-05-09 14:15:00,40.753258,-73.973752,40.818287,-73.954694,1,20.7,4.6,midtown,harlem,heavy,clear,standard,1.01,62.56
TRIP_00605,2024-03-31 01:03:00,40.775126,-73.966192,40.770008,-73.953882,1,2,0.73,upper_east,upper_east,light,clear,standard,1.11,33.11
TRIP_00606,2024-05-06 19:56:00,40.812832,-73.959531,40.8175,-73.953971,1,2,0.43,harlem,harlem,moderate,rain,standard,1.08,23.71
TRIP_00607,2024-06-21 15:18:00,40.724156,-73.989919,40.72567,-73.981031,1,2,0.48,downtown,downtown,moderate,rain,standard,1.74,38.61
TRIP_00608,2024-01-03 03:27:00,40.75317,-73.980251,40.762788,-73.987419,3,2,0.76,midtown,midtown,light,clear,standard,1.27,30.39
TRIP_00609,2024-03-08 23:23:00,40.785786,-73.989376,40.780532,-73.963934,5,3.3,1.38,upper_west,upper_east,light,clear,standard,1.65,42.92
TRIP_00610,2024-01-12 12:03:00,40.72492,-73.989358,40.734057,-73.99864,2,2,0.8,downtown,downtown,light,clear,standard,1.57,23.21
TRIP_00611,2024-05-23 06:23:00,40.738844,-73.98963,40.724681,-73.999004,1,2.6,1.1,downtown,downtown,light,rain,shared,1.59,23.7
TRIP_00612,2024-03-14 02:24:00,40.730252,-73.994645,40.729416,-73.985867,1,2,0.46,downtown,downtown,moderate,clear,standard,1.16,21.43
TRIP_00613,2024-04-25 17:17:00,40.739699,-73.981085,40.737507,-73.98591,2,2,0.29,downtown,downtown,heavy,clear,standard,1.56,40.27
TRIP_00614,2024-06-23 19:07:00,40.753782,-73.971982,40.762665,-73.98801,1,4.7,1.04,midtown,midtown,heavy,clear,standard,1.6,75.15
TRIP_00615,2024-01-25 12:23:00,40.77862,-73.966504,40.811223,-73.946251,5,6.0,2.49,upper_east,harlem,light,clear,standard,1.13,31.08
TRIP_00616,2024-04-03 04:12:00,40.736205,-73.989268,40.721232,-73.99675,1,3.3,1.11,downtown,downtown,moderate,rain,standard,2.04,54.6
TRIP_00617,2024-05-10 12:32:00,40.707272,-74.013496,40.719413,-74.014729,1,2.5,0.84,financial_district,financial_district,moderate,clear,standard,1.83,33.61
TRIP_00618,2024-01-12 01:08:00,40.806095,-73.956364,40.814282,-73.956075,1,2,0.57,harlem,harlem,light,clear,standard,1.37,21.27
TRIP_00619,2024-03-26 15:33:00,40.783275,-73.976684,40.779202,-73.986131,3,2,0.57,upper_west,upper_west,light,clear,standard,1.07,17.47
TRIP_00620,2024-02-08 19:57:00,40.732785,-73.998497,40.732895,-73.993207,1,2,0.28,downtown,downtown,heavy,rain,standard,1.17,36.39
TRIP_00621,2024-02-05 10:59:00,40.725357,-73.98792,40.789978,-73.957845,1,14.2,4.74,downtown,upper_east,moderate,clear,standard,1.11,44.02
TRIP_00622,2024-02-11 12:39:00,40.807469,-73.952329,40.783016,-73.957717,1,4.1,1.71,harlem,upper_east,light,snow,airport,1.77,106.78
TRIP_00623,2024-05-31 10:32:00,40.733348,-73.999745,40.808935,-73.953141,1,13.8,5.77,downtown,harlem,light,clear,standard,1.68,67.59
TRIP_00624,2024-05-05 22:36:00,40.781986,-73.95385,40.777946,-73.963263,1,2,0.57,upper_east,upper_east,light,rain,standard,2.28,65.21
TRIP_00625,2024-05-01 00:23:00,40.780858,-73.953342,40.772596,-73.958864,1,2,0.64,upper_east,upper_east,moderate,clear,standard,1.28,39.43
TRIP_00626,2024-06-21 03:26:00,40.720451,-73.997743,40.736412,-73.994295,1,2.7,1.12,downtown,downtown,light,rain,standard,1.76,41.61
TRIP_00627,2024-03-19 23:55:00,40.807097,-73.947746,40.810952,-73.94719,1,2,0.27,harlem,harlem,light,clear,standard,1.15,17.89
TRIP_00628,2024-06-10 00:38:00,40.785781,-73.98298,40.777874,-73.986163,5,2,0.57,upper_west,upper_west,light,clear,standard,1.01,20.75
TRIP_00629,2024-03-08 20:50:00,40.736593,-73.985921,40.808179,-73.946761,1,16.1,5.36,downtown,harlem,moderate,rain,standard,1.76,87.54
TRIP_00630,2024-02-28 23:03:00,40.73471,-73.986724,40.734412,-73.989994,1,2,0.17,downtown,downtown,moderate,fog,airport,1.01,41.42
TRIP_00631,2024-05-02 05:33:00,40.802962,-73.945074,40.803372,-73.948384,2,2,0.18,harlem,harlem,light,fog,standard,1.12,17.48
TRIP_00632,2024-06-07 12:09:00,40.810691,-73.946497,40.814614,-73.949563,2,2,0.31,harlem,harlem,light,clear,standard,1.89,31.35
TRIP_00633,2024-03-03 01:36:00,40.804188,-73.959764,40.705621,-73.999959,3,17.1,7.13,harlem,financial_district,light,clear,standard,1.2,66.92
TRIP_00634,2024-02-18 00:28:00,40.776729,-73.965776,40.773577,-73.951962,1,2,0.76,upper_east,upper_east,light,clear,standard,1.22,32.0
TRIP_00635,2024-04-17 04:26:00,40.817221,-73.948683,40.813812,-73.949731,1,2,0.24,harlem,harlem,light,rain,shared,2.13,28.75
TRIP_00636,2024-02-22 13:32:00,40.726512,-73.980328,40.720877,-73.993468,1,2.4,0.79,downtown,downtown,moderate,clear,standard,1.1,18.6
TRIP_00637,2024-04-30 23:46:00,40.703294,-73.999326,40.704003,-74.010412,1,2,0.58,financial_district,financial_district,light,clear,standard,1.24,23.79
TRIP_00638,2024-06-29 04:33:00,40.764327,-73.976612,40.762846,-73.989233,1,2,0.67,midtown,midtown,light,rain,standard,1.42,45.29
TRIP_00639,2024-05-23 10:42:00,40.787419,-73.983153,40.811227,-73.942343,1,8.1,2.7,upper_west,harlem,moderate,clear,standard,1.29,38.48
TRIP_00640,2024-04-06 10:11:00,40.788751,-73.979402,40.779648,-73.988127,1,2.3,0.78,upper_west,upper_west,moderate,rain,standard,2.26,58.06
TRIP_00641,2024-05-16 10:34:00,40.775133,-73.95814,40.783562,-73.981711,1,4.1,1.36,upper_east,upper_west,moderate,clear,luxury,1.23,63.86
TRIP_00642,2024-06-05 15:12:00,40.750983,-73.989379,40.765241,-73.979252,1,3.4,1.12,midtown,midtown,moderate,clear,standard,1.13,31.32
TRIP_00643,2024-03-12 17:19:00,40.754465,-73.971554,40.76971,-73.978919,2,6.7,1.12,midtown,midtown,severe,clear,shared,1.21,46.32
TRIP_00644,2024-03-17 09:45:00,40.768674,-73.979152,40.752823,-73.989984,1,7.4,1.23,midtown,midtown,severe,clear,shared,1.31,62.42
TRIP_00645,2024-06-25 22:31:00,40.782075,-73.966721,40.726025,-73.990732,2,9.8,4.07,upper_east,downtown,light,clear,standard,1.2,46.89
TRIP_00646,2024-03-30 17:59:00,40.802564,-73.951493,40.814968,-73.954759,1,5.2,0.87,harlem,harlem,severe,rain,standard,1.13,57.19
TRIP_00647,2024-03-11 09:07:00,40.733188,-73.987506,40.72756,-73.997941,2,3.0,0.67,downtown,downtown,heavy,clear,standard,1.49,42.18
TRIP_00648,2024-06-22 17:24:00,40.776821,-73.973934,40.780364,-73.96089,1,2.2,0.73,upper_west,upper_east,moderate,rain,shared,1.73,49.45
TRIP_00649,2024-02-07 09:02:00,40.770488,-73.958372,40.774386,-73.961422,1,2,0.31,upper_east,upper_east,heavy,snow,shared,1.25,40.97
TRIP_00650,2024-01-21 11:59:00,40.770756,-73.987539,40.776304,-73.967694,3,2.7,1.11,upper_west,upper_east,light,snow,standard,1.03,33.46
TRIP_00651,2024-05-02 06:12:00,40.722068,-73.99137,40.730319,-73.99493,1,2.7,0.6,downtown,downtown,heavy,fog,standard,1.11,26.29
TRIP_00652,2024-03-10 17:44:00,40.779033,-73.952865,40.756719,-73.978786,1,6.2,2.05,upper_east,midtown,moderate,clear,standard,2.31,97.7
TRIP_00653,2024-01-28 19:47:00,40.732114,-73.986163,40.737382,-73.988634,1,2,0.39,downtown,downtown,heavy,clear,airport,1.92,124.13
TRIP_00654,2024-03-02 07:03:00,40.802369,-73.959727,40.81396,-73.944195,1,3.4,1.14,harlem,harlem,moderate,clear,standard,1.35,34.13
TRIP_00655,2024-05-15 07:40:00,40.751107,-73.986037,40.762545,-73.983672,1,4.8,0.8,midtown,midtown,severe,clear,standard,1.01,50.43
TRIP_00656,2024-01-14 03:26:00,40.788804,-73.952159,40.780872,-73.956924,1,2,0.6,upper_east,upper_east,light,rain,standard,1.69,49.97
TRIP_00657,2024-04-30 03:43:00,40.752093,-73.973547,40.757882,-73.983668,1,2,0.66,midtown,midtown,light,clear,airport,1.13,49.85
TRIP_00658,2024-01-02 17:59:00,40.764121,-73.980191,40.767699,-73.97846,2,2,0.26,midtown,midtown,moderate,clear,standard,2.49,62.67
TRIP_00659,2024-04-14 20:59:00,40.777896,-73.980156,40.728258,-73.98925,1,8.3,3.46,upper_west,downtown,light,clear,standard,1.04,34.65
TRIP_00660,2024-06-15 06:48:00,40.782957,-73.955759,40.771592,-73.951192,3,2,0.82,upper_east,upper_east,light,rain,standard,1.25,32.71
TRIP_00661,2024-03-23 09:41:00,40.711934,-74.009884,40.702438,-74.004707,1,3.2,0.71,financial_district,financial_district,heavy,clear,standard,1.96,72.68
TRIP_00662,2024-01-23 20:36:00,40.757628,-73.987183,40.764577,-73.971362,1,2.3,0.96,midtown,midtown,light,fog,standard,1.02,23.14
TRIP_00663,2024-05-16 23:46:00,40.713387,-73.995053,40.700772,-73.993634,1,2.1,0.88,financial_district,financial_district,light,clear,standard,1.01,19.56
TRIP_00664,2024-02-14 13:56:00,40.758407,-73.972098,40.712741,-74.015151,1,17.5,3.88,midtown,financial_district,heavy,rain,shared,2.14,108.3
TRIP_00665,2024-04-11 15:11:00,40.804007,-73.95578,40.804394,-73.951227,1,2,0.24,harlem,harlem,moderate,rain,standard,2.26,38.2
TRIP_00666,2024-03-15 01:00:00,40.77548,-73.963703,40.775463,-73.96581,1,2,0.11,upper_east,upper_east,light,fog,standard,1.69,35.51
TRIP_00667,2024-05-25 19:06:00,40.781369,-73.962725,40.775147,-73.97613,1,2.5,0.82,upper_east,upper_west,moderate,rain,standard,1.33,56.13
TRIP_00668,2024-04-26 20:34:00,40.729464,-73.987645,40.737882,-73.990043,1,2,0.6,downtown,downtown,moderate,rain,standard,1.61,32.1
TRIP_00669,2024-05-06 04:54:00,40.730489,-73.983878,40.732844,-73.995087,1,2,0.61,downtown,downtown,light,rain,standard,2.28,53.89
TRIP_00670,2024-04-29 08:12:00,40.719595,-74.011952,40.714101,-74.00647,1,2,0.48,financial_district,financial_district,moderate,rain,airport,1.21,63.07
TRIP_00671,2024-03-25 05:46:00,40.789205,-73.976137,40.777953,-73.963274,1,2.5,1.03,upper_west,upper_east,light,clear,standard,1.08,27.23
TRIP_00672,2024-02-17 00:47:00,40.789313,-73.969703,40.776667,-73.961018,1,2.4,0.99,upper_east,upper_east,light,clear,standard,1.69,45.57
TRIP_00673,2024-03-16 18:43:00,40.762191,-73.978296,40.759721,-73.983724,1,2,0.33,midtown,midtown,moderate,clear,standard,1.99,62.37
TRIP_00674,2024-02-14 19:54:00,40.801041,-73.942315,40.778866,-73.978283,3,14.6,2.43,harlem,upper_west,severe,rain,standard,1.29,97.2
TRIP_00675,2024-04-19 16:20:00,40.716325,-73.990352,40.700948,-73.995965,1,3.3,1.1,financial_district,financial_district,moderate,clear,standard,1.77,34.86
TRIP_00676,2024-04-12 21:06:00,40.769475,-73.976733,40.755609,-73.975378,1,2.3,0.96,midtown,midtown,light,clear,standard,1.63,31.6
TRIP_00677,2024-02-05 15:20:00,40.755666,-73.989995,40.768672,-73.972653,1,3.1,1.28,midtown,midtown,light,snow,luxury,1.56,94.49
TRIP_00678,2024-01-02 08:24:00,40.757925,-73.970724,40.755758,-73.987595,1,4.0,0.9,midtown,midtown,heavy,rain,shared,1.03,35.72
